Postcode,Number of individuals lodging an income tax return,Count taxable income or loss,Average taxable income or loss,Median taxable income or loss,Proportion with salary or wages,Count salary or wages,Average salary or wages,Median salary or wages,Proportion with net rent,Count net rent,Average net rent,Median net rent,Count total income or loss,Average total income or loss,Median total income or loss,Count total deductions,Average total deductions,Median total deductions,Proportion with total business income,Count total business income,Average total business income,Median total business income,Proportion with total business expenses,Count total business expenses,Average total business expenses,Median total business expenses,Proportion with net tax,Count net tax,Average net tax,Median net tax,Count total super member accounts balance,Average total super member accounts balance,Median total super member accounts balance
4350,59685,59685,52627,43285,0.81,48097,53429,47616,0.13,8042,-2009,-1746,59685,55198,45493,59685,2440,703,0.07,4231,78426,23259,0.07,4077,55412,12485,0.75,44618,14938,9694,68086,137950,48269
4352,17190,17190,53807,45124,0.78,13469,57468,51109,0.16,2762,-2642,-2110,17190,56733,47746,17190,2594,818,0.09,1497,70526,25565,0.09,1503,53103,16591,0.75,12826,15440,11058,18665,146725,69558
4353,256,256,37663,30122,0.64,165,53545,49177,0.12,31,836,106,256,40385,33020,256,2060,315,0.19,48,49462,25837,0.19,48,51817,32194,0.6,153,11871,7848,254,114622,62029
4354,641,641,45221,40310,0.76,488,52029,47617,0.11,69,-2632,-1857,641,47640,42157,641,2259,540,0.11,71,49701,23825,0.11,71,46334,22625,0.7,449,12122,8950,691,110629,52975
4355,1282,1282,39029,31392,0.67,865,47248,40598,0.14,179,-456,309,1282,42236,32408,1282,1772,360,0.14,181,43253,19980,0.14,180,41474,20180,0.61,786,11023,7328,1480,117831,47518
4356,2912,2912,45886,38896,0.75,2189,50287,45397,0.15,423,-597,-778,2912,49023,41468,2912,2846,686,0.09,266,76957,27687,0.09,265,75132,34795,0.7,2047,12995,8613,3112,122738,47483
4357,1487,1487,44991,36555,0.74,1100,49200,43185,0.12,175,-2097,-1524,1487,48477,39049,1487,2499,585,0.08,126,69193,34261,0.08,125,63555,30439,0.67,993,14054,8345,1677,104162,38850
4358,1345,1345,47108,41226,0.78,1043,53886,48379,0.12,165,-864,-526,1345,51224,44290,1345,2823,833,0.09,117,63071,21845,0.09,115,57290,16624,0.74,995,12660,8596,1440,120627,48050
4359,739,739,44295,40471,0.75,551,52556,48398,0.12,91,297,-198,739,46981,42526,739,2288,573,0.11,81,49002,26069,0.11,84,43860,20334,0.7,519,11996,9280,805,101123,45827
4360,439,439,40636,34020,0.67,296,48445,42833,0.17,74,-1072,0,439,43573,36349,439,2402,300,0.16,71,67282,23012,0.15,68,69728,34252,0.63,275,11913,8335,441,98997,45644
4361,1427,1427,40181,33036,0.65,926,47014,42360,0.13,191,140,82,1427,43377,35142,1427,2464,368,0.13,184,78892,33590,0.14,199,67201,23550,0.62,880,12090,8130,1506,112237,45585
4362,1337,1337,38364,31579,0.69,919,45524,40877,0.15,194,456,-198,1337,41524,33763,1337,2305,463,0.13,178,106139,30810,0.14,181,102620,34615,0.63,836,11141,7047,1418,117369,46482
4363,447,447,45458,38603,0.75,335,50757,45563,0.13,56,-2556,-1592,447,48753,42460,447,2849,560,0.13,58,65011,24418,0.14,61,62434,37010,0.72,320,12345,8349,453,126494,54129
4364,195,195,60417,51028,0.62,121,43935,40000,0.17,33,1667,1681,195,66662,57380,195,5960,656,0.07,14,82325,53850,0.07,14,58536,32923,0.75,147,18210,14801,208,163915,56733
4365,236,236,34309,29952,0.7,165,43740,41303,0.06,15,59,809,236,36521,30642,236,1943,478,0.12,28,50806,18125,0.13,30,43539,16820,0.58,136,9795,7156,279,85382,28860
4370,9686,9686,43200,37194,0.77,7438,46982,43713,0.13,1297,-92,-588,9686,45700,39184,9686,2171,596,0.09,886,61253,27368,0.09,876,51210,21233,0.7,6808,11264,7456,11185,107875,43665
4371,464,464,35875,28518,0.65,303,46583,42167,0.15,68,-990,83,464,38481,31345,464,1836,378,0.15,70,66811,19292,0.16,72,60188,17276,0.59,275,10144,6478,476,127095,61437
4372,94,94,35462,36464,0.7,66,41108,39224,0.12,11,1735,2305,94,37821,38398,94,1804,508,0.15,14,69291,11916,0.16,15,72994,14966,0.69,65,8406,6120,95,96723,55079
4373,545,545,36920,32455,0.71,387,42267,39552,0.12,68,-401,-464,545,39730,34364,545,1883,429,0.14,77,108433,48524,0.14,76,96293,28852,0.64,348,8870,6219,613,87997,40135
4374,248,248,34470,32040,0.72,178,45421,44080,0.12,31,-3874,-2932,248,37916,34670,248,2380,592,0.14,34,53275,18445,0.14,35,52409,32990,0.62,153,9314,7338,281,101555,37151
4375,153,153,30441,24140,0.75,114,32412,27254,0.1,15,-585,256,153,32308,27558,153,1563,299,0.14,21,153644,17534,0.14,22,145224,16182,0.61,94,9779,5597,192,86272,8415
4376,168,168,37614,28449,0.76,127,39478,30966,0.12,20,-807,224,168,39908,31040,168,2148,432,0.04,6,46718,40666,0.04,6,41950,43896,0.65,109,10959,4785,268,49657,5043
4377,363,363,35124,29301,0.64,233,40675,37295,0.1,38,770,2069,363,38036,31253,363,2199,294,0.11,39,108405,26744,0.11,40,85997,30770,0.6,216,9544,6371,391,90978,37597
4378,216,216,36230,31308,0.81,175,38954,35336,0.13,28,2407,0,216,38886,32205,216,2315,394,0.06,14,35102,21996,0.06,14,19583,14432,0.67,145,9014,6162,259,89181,24907
4380,4630,4630,37520,30463,0.75,3471,38528,33340,0.13,603,2409,562,4630,39689,32100,4630,1903,360,0.1,445,71460,26489,0.1,446,60018,18060,0.66,3058,9618,5698,5686,104382,28412
4381,299,299,38787,31809,0.68,204,42766,37912,0.17,52,1671,-36,299,40877,33685,299,1979,326,0.11,33,32074,20922,0.11,33,29197,13596,0.65,194,9507,5903,354,103253,30749
4382,327,327,37919,30871,0.65,214,36704,33569,0.14,46,-1180,-906,327,40790,33151,327,2578,310,0.08,26,63306,41074,0.09,28,48254,37974,0.62,203,9051,6075,357,164168,49460
4383,283,283,31890,30829,0.75,211,34995,32297,0.09,25,-470,-713,283,33826,31740,283,1844,350,0.09,26,72195,30163,0.09,25,63639,29137,0.63,178,6275,4503,405,59253,17495
4385,607,607,36278,32354,0.69,420,45403,43202,0.12,73,2631,-331,607,40837,35313,607,2539,367,0.13,80,120094,45951,0.14,82,112949,29102,0.63,381,10355,7220,657,90707,36255
4387,659,659,39828,33607,0.77,509,44399,39890,0.14,90,1366,396,659,43673,37133,659,2402,756,0.11,74,66406,31464,0.12,78,64328,24794,0.68,446,10040,6705,779,85841,36711
4388,218,218,52431,28828,0.62,136,39737,31114,0.11,24,865,522,218,58782,31361,218,3397,376,0.12,27,57896,30000,0.12,27,64599,16952,0.57,124,27015,5274,239,75611,26730
4390,4404,4404,50270,42890,0.78,3425,50036,45624,0.14,599,-41,-342,4404,54759,45868,4404,2953,750,0.1,447,89149,30006,0.09,408,80836,19591,0.75,3317,13646,9503,4862,131699,43387
4400,1087,1087,47954,43199,0.85,928,51592,47550,0.14,149,-1492,-1143,1087,50251,44954,1087,2265,876,0.06,66,52600,28598,0.06,67,45057,21966,0.77,838,11918,9536,1228,84805,46042
4401,3066,3066,45322,42778,0.79,2414,51481,49049,0.12,354,-1816,-790,3066,47783,44786,3066,2217,662,0.07,211,84944,31567,0.07,206,82536,28512,0.73,2236,11721,9177,3567,89088,42583
4402,142,142,29891,25037,0.51,72,44146,36914,0.13,18,691,3092,142,32786,27222,142,2076,255,0.18,25,58477,37000,0.17,24,45757,23046,0.5,71,8813,5291,149,93084,45526
4403,433,433,45622,39730,0.64,276,45476,41783,0.11,48,-699,24,433,48984,41261,433,2864,484,0.12,52,60210,23229,0.12,53,56095,16767,0.73,316,12968,7361,457,105639,44560
4404,312,312,47056,34259,0.64,200,46518,43804,0.12,36,608,516,312,51606,36431,312,3034,495,0.1,31,121206,62900,0.1,32,104275,41253,0.69,214,14249,8098,313,114066,51905
4405,8099,8099,51314,43075,0.8,6501,53903,47865,0.15,1182,-2464,-1818,8099,54409,45509,8099,2637,780,0.07,584,99386,35446,0.07,592,83046,21277,0.74,6010,14409,9948,9129,115398,46803
4406,600,600,39810,31692,0.62,373,44592,40000,0.13,77,5,-6,600,45061,34498,600,2440,300,0.16,94,84087,37513,0.16,94,74942,34894,0.61,365,12070,7927,633,120521,39679
4407,340,340,46469,36942,0.68,230,49660,45682,0.15,52,3215,1791,340,50506,38292,340,2962,480,0.11,38,45350,19600,0.11,37,39101,19666,0.71,240,13252,8754,364,102340,39976
4408,416,416,37371,31768,0.65,269,48126,44226,0.13,55,-1245,124,416,41053,35722,416,2352,320,0.15,64,99106,55462,0.16,67,83537,35915,0.6,250,11216,7908,412,123100,50853
4410,681,681,42484,34513,0.59,405,45648,41612,0.11,75,-1178,-733,681,46687,37312,681,2852,380,0.13,91,106276,35000,0.14,96,87218,28284,0.63,430,12464,7580,739,122191,47938
4411,163,163,48851,42843,0.59,96,49693,48453,0.09,15,-4117,-2015,163,52234,43628,163,3142,460,0.16,26,74802,25014,0.15,24,72560,22218,0.69,113,15124,11287,176,210706,57022
4412,139,139,42663,37145,0.7,97,47160,42174,0.14,20,1832,1670,139,46673,39905,139,1938,460,0.12,17,89593,18987,0.12,17,65196,36414,0.73,101,10447,6310,138,94148,39538
4413,4137,4137,53258,41682,0.76,3156,59862,49813,0.17,685,-4135,-2755,4137,56395,44537,4137,2504,648,0.1,403,89804,28866,0.1,406,75913,21578,0.71,2917,16601,11330,4613,108376,45949
4415,1067,1067,47022,40432,0.74,790,51821,45965,0.15,163,-2026,-2111,1067,50149,42664,1067,2394,569,0.13,134,54762,22376,0.12,132,49611,14577,0.7,743,13674,9449,1191,107064,44372
4416,289,289,45116,39675,0.66,192,48864,44656,0.15,42,-138,-1580,289,54681,47997,289,2768,385,0.15,44,157460,61200,0.16,45,138938,42410,0.7,201,12071,9352,314,145123,46112
4417,331,331,57664,43675,0.7,233,48842,44876,0.17,56,-3113,-1548,331,63801,48276,331,3884,677,0.13,43,73934,32704,0.13,44,50831,21658,0.76,250,17386,10474,376,95279,44991
4419,509,509,43413,38191,0.58,294,49183,43614,0.15,75,-2331,-648,509,51967,45304,509,3630,299,0.19,99,110186,59125,0.19,97,96683,48319,0.69,349,12181,7776,517,111683,46241
4420,771,771,49016,39422,0.57,443,44363,41637,0.13,100,-451,-970,771,56636,43572,771,2978,300,0.22,166,123786,29826,0.21,159,108346,20254,0.69,533,13780,8658,760,128829,49695
4421,964,964,42102,35082,0.68,658,46852,42950,0.12,115,-5536,-169,964,44911,37354,964,2022,364,0.1,96,93104,45712,0.1,99,87530,35341,0.66,639,11911,8080,1218,81137,30189
4422,288,288,44630,36545,0.59,171,43968,39367,0.1,28,-3641,-462,288,51893,39438,288,3018,293,0.15,43,294278,44091,0.15,43,275970,33894,0.68,197,12920,7678,303,133464,48361
4424,120,120,35170,29156,0.57,68,47289,38095,0.18,21,-1321,-2084,120,41318,35501,120,3076,408,0.22,26,183789,16846,0.21,25,165117,22348,0.61,73,11022,7848,111,148445,68702
4425,157,157,30347,28546,0.58,91,42382,38845,0.16,25,-14431,-3062,157,36576,31974,157,1460,150,0.17,26,134567,55381,0.17,26,123246,57370,0.59,93,9546,6010,151,74393,44907
4427,185,185,34765,34796,0.58,108,46087,40816,0.09,16,-10582,-4187,185,39974,37642,185,2396,300,0.19,36,85152,19914,0.19,35,71899,23799,0.62,114,11923,8669,202,93378,36124
4428,403,403,40130,36781,0.59,238,50931,47288,0.13,54,-275,-1463,403,45693,39623,403,2811,365,0.2,79,103191,40000,0.2,82,86342,31304,0.67,268,11477,7718,433,123004,56687
4454,482,482,45263,36560,0.56,268,42452,38481,0.1,50,-1059,-638,482,52038,39281,482,2118,280,0.21,102,111850,33892,0.2,95,102432,30759,0.64,310,13753,7413,464,123222,38785
4455,5005,5005,54410,47539,0.79,3967,57214,51705,0.16,794,-3783,-2664,5005,59869,50961,5005,2818,740,0.12,586,120480,36988,0.12,580,101541,25301,0.77,3876,15066,11193,5759,118515,50322
4465,759,759,44908,34385,0.64,489,47162,42003,0.14,103,-1924,-1206,759,52362,39209,759,2403,350,0.19,143,106649,35896,0.18,134,80136,28374,0.64,486,13940,8465,857,101024,35880
4468,214,214,40302,27816,0.52,111,35309,26772,0.14,29,-1679,0,214,49779,31423,214,2275,100,0.21,44,85470,25723,0.18,38,73214,24409,0.56,120,13490,6958,209,66128,30072
4470,1980,1980,48919,44292,0.82,1619,49759,46642,0.15,300,-1248,-1516,1980,51990,46770,1980,2194,686,0.12,245,94925,24908,0.12,240,78805,18462,0.77,1528,12219,8860,2323,94338,40642
4472,796,796,40191,36263,0.7,555,45322,40262,0.15,121,-2008,-2275,796,46433,39609,796,3300,447,0.18,147,74519,28017,0.18,147,61953,18001,0.7,555,11535,7528,913,129168,43180
4477,293,293,50343,42554,0.62,183,42115,40033,0.16,48,-2616,-2602,293,60555,46421,293,3033,400,0.18,52,172775,59870,0.18,52,118413,43410,0.72,210,12570,8403,303,81611,45026
4478,288,288,50273,38470,0.66,189,43868,41600,0.17,48,-1938,-1492,288,58741,43992,288,3179,300,0.17,48,83380,36600,0.17,49,66737,21706,0.7,201,15672,8541,320,108564,48438
4480,478,478,46027,42015,0.77,367,50442,47462,0.18,85,-3717,-1455,478,50460,45488,478,2336,560,0.17,80,86779,29121,0.17,79,76132,28462,0.73,350,11492,9112,555,89104,51910
4481,77,77,41944,37811,0.81,62,51271,45104,0.14,11,-3601,-4018,77,47003,39270,77,2753,613,0.25,19,161787,24786,0.25,19,123992,26444,0.65,50,11742,6660,97,76912,35310
4486,398,398,48062,39505,0.7,279,45437,43900,0.07,26,1470,98,398,56490,47229,398,3025,384,0.15,61,176059,27703,0.14,57,147772,30216,0.68,270,15252,9512,450,82677,24612
4487,1887,1887,47884,41697,0.79,1484,48650,44092,0.13,254,-1229,-1067,1887,52053,44972,1887,2900,625,0.11,217,95721,34239,0.11,215,80420,21048,0.76,1430,12457,8774,2183,104631,37081
4488,139,139,45780,35688,0.7,97,37052,33162,0.14,19,-371,320,139,51836,41418,139,3983,824,0.22,31,101323,41000,0.22,31,74818,24137,0.68,95,11969,6984,157,80131,39331
4490,670,670,42376,38676,0.69,462,47391,43966,0.17,111,697,119,670,45980,41416,670,1976,452,0.13,87,134829,43593,0.13,90,104957,26262,0.71,473,10159,7637,835,83289,29545
4492,134,134,57279,57487,0.82,110,60485,61931,0.13,18,-614,-1071,134,60340,60855,134,2980,1108,0.1,14,301701,102742,0.1,14,271466,38537,0.86,115,12926,11280,159,119179,82339
4494,73,73,44932,39956,0.58,42,39502,39675,0.15,11,270,1152,73,51279,42276,73,5978,1014,0.25,18,211527,82722,0.23,17,162616,37274,0.82,60,9397,5376,80,108046,39863
4496,201,201,47507,41753,0.67,134,47103,44722,0.1,21,-693,-1480,201,53364,46655,201,5050,862,0.11,23,63661,20389,0.12,24,64806,19330,0.69,139,13844,11002,214,118170,33352
4497,215,215,49584,39212,0.6,130,42829,35340,0.16,35,924,-713,215,58377,46333,215,5618,368,0.1,21,88243,26534,0.09,20,211988,24705,0.71,153,19355,10203,225,160508,55352
4498,123,123,52464,44706,0.7,86,47431,44278,0.2,25,6578,-777,123,61141,50649,123,3663,566,0.06,7,117065,45991,0.07,8,98523,25566,0.72,89,16943,10234,138,130666,32991
4500,25565,25565,55408,47481,0.84,21600,57021,51356,0.11,2838,-3689,-2852,25565,57629,49370,25565,2192,708,0.07,1747,58961,25129,0.07,1694,38808,12040,0.79,20214,14775,10533,29266,111937,54398
4501,3140,3140,47956,44451,0.86,2688,50855,47952,0.09,283,-2404,-1990,3140,49897,46068,3140,1919,589,0.07,212,44560,24603,0.07,209,24927,11242,0.78,2443,11549,9310,3832,92151,44513
4502,5081,5081,52365,46565,0.86,4345,55594,50333,0.11,563,-3858,-3013,5081,54386,48531,5081,1999,688,0.07,348,54722,32560,0.07,332,33585,13304,0.79,3992,13545,10330,5969,112861,59046
4503,25906,25906,51747,45686,0.86,22265,54224,49716,0.09,2308,-3382,-2478,25906,54019,47706,25906,2221,758,0.06,1678,46201,22946,0.06,1636,29680,12090,0.79,20487,13162,9570,29442,93334,42054
4504,10869,10869,54883,48336,0.86,9361,57957,52246,0.12,1296,-3857,-3118,10869,57379,50473,10869,2456,843,0.07,730,67524,28394,0.07,722,48094,13213,0.79,8580,14554,11105,12151,99469,53756
4505,11808,11808,51300,44234,0.82,9640,54005,48956,0.13,1556,-3021,-2343,11808,53732,46336,11808,2385,715,0.07,854,77462,37218,0.07,838,55806,19874,0.77,9034,13554,9841,13512,101775,49144
4506,11920,11920,46750,41083,0.83,9944,48532,44726,0.09,1073,-2356,-2246,11920,48941,43024,11920,2140,650,0.07,806,78652,32810,0.07,790,58557,16204,0.75,8921,11806,8271,14287,79687,32700
4507,8897,8897,46443,35139,0.62,5544,51069,43254,0.15,1330,-36,-294,8897,48668,36869,8897,2125,400,0.08,727,82340,31620,0.08,724,60198,13936,0.63,5625,14484,8282,10612,167358,65400
4508,9233,9233,45341,40968,0.84,7714,48294,44996,0.09,826,-3000,-2509,9233,47456,43037,9233,2076,714,0.07,609,56844,27413,0.06,592,38241,12630,0.75,6935,10779,8034,11549,69633,32066
4509,18335,18335,57185,49035,0.86,15855,60659,53595,0.11,2076,-5201,-3927,18335,59763,51133,18335,2534,860,0.07,1253,54008,22956,0.07,1236,31821,11822,0.79,14453,15768,11425,19661,85992,42005
4510,24419,24419,44332,38687,0.81,19799,47042,43188,0.09,2232,-2032,-1821,24419,46483,40547,24419,2091,578,0.06,1587,69608,29850,0.06,1531,52562,15820,0.72,17588,11188,7874,29535,76182,29736
4511,4506,4506,46677,38302,0.74,3347,51720,45655,0.11,489,-1845,-1910,4506,48960,40434,4506,2208,629,0.08,356,59180,28732,0.08,352,40931,13529,0.69,3123,12847,8715,5310,105091,48469
4512,2096,2096,49685,42281,0.77,1623,53022,46298,0.15,320,-862,-1313,2096,52342,44874,2096,2519,636,0.1,208,79597,30704,0.1,204,58417,18593,0.75,1570,13522,9331,2408,108550,49803
4514,3580,3580,47461,40949,0.76,2704,52492,47342,0.14,501,-423,-512,3580,49761,42833,3580,2133,576,0.11,403,93802,33898,0.11,402,75264,21755,0.72,2571,12937,9133,4095,104110,48904
4515,2295,2295,46963,41316,0.78,1781,51976,48421,0.11,250,-621,-188,2295,49011,42801,2295,1849,521,0.09,211,80628,37169,0.09,212,67658,28697,0.71,1638,12574,9627,2637,98012,35345
4516,2438,2438,51373,43987,0.8,1956,53519,47950,0.14,345,-1862,-2175,2438,53985,45733,2438,2521,685,0.07,179,99466,43944,0.08,183,75833,22483,0.76,1849,13636,9747,2807,101964,49677
4517,492,492,50819,42208,0.81,399,53335,46950,0.13,63,-1182,-1360,492,52958,43748,492,2124,655,0.09,43,98166,43886,0.09,43,73871,23508,0.77,378,13102,8631,550,94111,47105
4518,2981,2981,48771,40653,0.76,2256,53107,46196,0.16,477,-1255,-1775,2981,51341,42666,2981,2460,617,0.08,242,90566,27822,0.08,233,73726,17971,0.73,2178,13208,9015,3376,113300,51661
4519,4852,4852,53559,39088,0.77,3759,50600,43812,0.12,573,-2063,-2103,4852,55992,41076,4852,2289,612,0.08,411,67102,29900,0.08,404,51548,14686,0.72,3507,17030,8430,5622,96485,40378
4520,8521,8521,72215,50378,0.73,6225,73010,56419,0.2,1688,-2671,-2018,8521,75279,53215,8521,2959,636,0.1,857,81688,26587,0.1,833,54267,12385,0.74,6332,25657,15422,9461,210150,99512
4521,2866,2866,58398,47036,0.75,2160,63024,54382,0.17,499,-2937,-2385,2866,61170,49353,2866,2631,666,0.09,272,66807,28426,0.1,274,48536,14790,0.76,2192,17031,11605,3226,177410,84510
4550,2488,2488,46811,38356,0.77,1919,49108,43647,0.13,314,-1619,-1041,2488,49038,39934,2488,2185,614,0.1,261,66792,32868,0.11,264,44233,14080,0.72,1802,12233,8496,2924,98145,42745
4551,33234,33234,50193,39318,0.73,24147,52590,44940,0.15,4928,-2006,-1540,33234,52775,41500,33234,2514,631,0.09,3046,73162,27073,0.09,2916,53300,12552,0.71,23599,14552,8879,37547,141337,54030
4552,5162,5162,43876,31364,0.57,2954,49084,37904,0.19,973,1409,1424,5162,46493,33176,5162,2254,336,0.15,776,63176,23754,0.15,757,48769,13120,0.6,3122,14051,7462,5837,200725,61689
4553,3710,3710,51545,40547,0.74,2728,53439,45020,0.16,603,-2082,-1813,3710,54185,43118,3710,2496,584,0.1,371,61973,28523,0.1,354,40679,14604,0.74,2730,14431,9560,4203,109828,47972
4554,1195,1195,51127,38498,0.72,856,52810,43892,0.17,200,-1216,-704,1195,53880,40856,1195,2708,604,0.12,144,71337,29825,0.12,140,48417,12680,0.72,863,14703,8705,1369,118238,45229
4555,4164,4164,50755,39780,0.73,3048,52292,45256,0.14,591,-1093,-1110,4164,53376,41961,4164,2438,614,0.11,451,64346,27515,0.11,448,41362,12862,0.72,2991,14622,9404,4716,127391,54713
4556,26587,26587,54586,40011,0.72,19251,55464,45026,0.15,4097,-2370,-1734,26587,57390,42209,26587,2735,619,0.1,2545,79413,26163,0.09,2450,51269,12574,0.71,18977,16986,9608,28883,152053,52348
4557,12288,12288,52100,40642,0.76,9399,52690,44366,0.15,1872,-1747,-1916,12288,54932,43130,12288,2724,694,0.1,1212,71052,27528,0.09,1166,50022,13411,0.74,9127,14632,8904,13818,129969,40669
4558,12168,12168,48040,38372,0.73,8914,48945,42285,0.15,1785,-744,-853,12168,50579,40408,12168,2419,579,0.1,1261,85289,27720,0.1,1200,64028,12600,0.72,8790,13151,7769,14151,124170,38365
4559,3764,3764,50769,40098,0.73,2761,52136,44404,0.16,607,-220,-386,3764,53525,42354,3764,2623,620,0.1,386,75634,27394,0.1,372,52515,13746,0.72,2709,14553,9022,4221,117811,52087
4560,18591,18591,48073,38712,0.74,13694,49411,43958,0.13,2397,-914,-1104,18591,50400,40669,18591,2222,602,0.1,1866,64814,26912,0.1,1791,45638,13558,0.71,13242,13511,8180,21078,120667,46492
4561,4667,4667,50383,39540,0.71,3329,52206,44006,0.18,825,-1177,-811,4667,53144,42141,4667,2468,614,0.12,575,73656,30129,0.12,566,54856,15196,0.73,3395,14198,8742,5305,122424,49909
4562,5077,5077,51378,36785,0.65,3292,52788,41050,0.17,856,-600,-406,5077,53921,38353,5077,2311,419,0.15,742,73111,30618,0.14,724,52074,14930,0.69,3481,16333,8291,5714,144656,50776
4563,5125,5125,47891,36392,0.68,3461,48894,40752,0.16,803,1277,-175,5125,50386,38124,5125,2377,453,0.12,627,72273,27436,0.12,613,46005,14272,0.69,3534,14054,7676,5836,159382,51971
4564,6956,6956,49963,39872,0.72,5034,51283,43610,0.17,1161,-1223,-875,6956,52356,41879,6956,2330,603,0.1,694,64401,27032,0.1,687,43932,13181,0.73,5059,13836,8525,7889,140646,51709
4565,8236,8236,44207,36009,0.68,5597,46852,40439,0.13,1106,-540,-296,8236,46356,37446,8236,2081,466,0.12,1012,66848,29570,0.12,978,45036,14000,0.69,5642,11803,7199,9514,130289,46528
4566,5545,5545,55477,36770,0.59,3259,50414,40029,0.17,960,2077,-97,5545,58674,38671,5545,2938,396,0.11,585,91290,29814,0.1,575,64091,13533,0.66,3668,19423,8403,6161,246252,64159
4567,7763,7763,60465,37697,0.63,4871,53298,39430,0.19,1464,36,117,7763,64226,40418,7763,3464,477,0.14,1053,91985,30045,0.13,1023,63465,13274,0.7,5399,21742,8653,8999,238113,44604
4568,2159,2159,44209,36104,0.71,1527,49651,42150,0.15,327,-1145,-835,2159,46523,37650,2159,2240,473,0.13,274,63546,23010,0.12,269,50662,13903,0.68,1474,12254,7688,2479,113591,52833
4569,910,910,43389,35516,0.7,641,47455,39373,0.11,103,-381,-535,910,45173,36760,910,1680,446,0.17,158,46834,30652,0.17,158,29257,13992,0.67,611,11849,7566,1074,100433,40451
4570,21178,21178,42875,35881,0.74,15593,47533,41678,0.14,2954,-727,-737,21178,45088,37558,21178,1922,452,0.1,2095,69914,29331,0.1,2103,55211,16892,0.68,14304,11498,7633,24897,102606,40975
4571,432,432,37819,30256,0.64,275,45481,35652,0.19,83,2707,1354,432,40098,32368,432,1761,300,0.15,64,41517,24232,0.16,68,30147,12264,0.61,265,10907,6374,509,118462,43095
4572,2648,2648,60572,42148,0.72,1917,57418,44298,0.19,508,-1232,-1150,2648,64016,45001,2648,3343,702,0.1,258,80741,27836,0.09,244,54100,15411,0.74,1964,19312,9862,3026,169579,48924
4573,16800,16800,52333,40221,0.72,12097,54434,45000,0.16,2673,-1216,-934,16800,54976,42516,16800,2531,610,0.13,2175,66095,28935,0.13,2101,45273,12797,0.72,12120,15295,9282,18635,135113,50711
